(8, 10974599)
(16, 7975085)
(32, 6670347)
(64, 6511157)
(128, 7500143)

(512, 13934574)
(1024, 6511157)
(2048, 5252898)
(4096, 4492094)
(8192, 4050472)

(1, 20048585)
(2, 6511157)
(4, 5071525)
(8, 5073755)
(16, 5069024)

(16384, 6513957)
(32768, 6511157)
(65536, 6511157)
(131072, 6511157)
(262144, 6511157)

(1, 6517877)
(2, 6514277)
(4, 6511157)
(8, 6511157)
(16, 6511157)
