(8, 5286589)
(16, 2956289)
(32, 1915155)
(64, 1398392)
(128, 1088050)

(512, 1664009)
(1024, 1398392)
(2048, 1247971)
(4096, 1117748)
(8192, 1074789)

(1, 1824193)
(2, 1398392)
(4, 1186532)
(8, 1132341)
(16, 1129508)

(16384, 1556272)
(32768, 1504852)
(65536, 1398392)
(131072, 947952)
(262144, 947752)

(1, 1413052)
(2, 1257272)
(4, 1310032)
(8, 1398392)
(16, 1415452)
