(8, 65748638)
(16, 63307704)
(32, 61327449)
(64, 59552970)
(128, 63331087)

(512, 87940513)
(1024, 59552970)
(2048, 38128959)
(4096, 23365172)
(8192, 15032480)

(1, 66587035)
(2, 59552970)
(4, 56758959)
(8, 58621132)
(16, 59016399)

(16384, 65197190)
(32768, 65006830)
(65536, 59552970)
(131072, 58539570)
(262144, 58478050)

(1, 60059690)
(2, 59184030)
(4, 59233510)
(8, 59552970)
(16, 60086270)
