(8, 1452611)
(16, 1309116)
(32, 1117143)
(64, 1041880)
(128, 1101308)

(512, 1316560)
(1024, 1041880)
(2048, 763904)
(4096, 583812)
(8192, 398638)

(1, 1139081)
(2, 1041880)
(4, 993249)
(8, 979116)
(16, 970961)

(16384, 1197780)
(32768, 1074200)
(65536, 1041880)
(131072, 1040680)
(262144, 1040680)

(1, 1245520)
(2, 1055980)
(4, 1051600)
(8, 1041880)
(16, 1040680)
