(8, 42016129)
(16, 38060480)
(32, 37083949)
(64, 41147066)
(128, 48016262)

(512, 60479112)
(1024, 41147066)
(2048, 18968002)
(4096, 11175002)
(8192, 9815253)

(1, 64162980)
(2, 41147066)
(4, 37424405)
(8, 37390120)
(16, 37348463)

(16384, 41155086)
(32768, 41147066)
(65536, 41147066)
(131072, 41147066)
(262144, 41147066)

(1, 41154346)
(2, 41147066)
(4, 41147066)
(8, 41147066)
(16, 41147066)
