(8, 1291480)
(16, 958061)
(32, 834668)
(64, 885849)
(128, 1069681)

(512, 1197360)
(1024, 885849)
(2048, 609193)
(4096, 470897)
(8192, 382011)

(1, 966328)
(2, 885849)
(4, 785382)
(8, 768556)
(16, 746890)

(16384, 1020329)
(32768, 937669)
(65536, 885849)
(131072, 877649)
(262144, 877649)

(1, 990529)
(2, 906229)
(4, 892089)
(8, 885849)
(16, 881049)
