(8, 2728413)
(16, 1721682)
(32, 1195283)
(64, 962104)
(128, 931266)

(512, 1196287)
(1024, 962104)
(2048, 810284)
(4096, 701939)
(8192, 607251)

(1, 1081292)
(2, 962104)
(4, 927679)
(8, 898990)
(16, 890795)

(16384, 1250764)
(32768, 1072284)
(65536, 962104)
(131072, 915524)
(262144, 913724)

(1, 1238924)
(2, 1020144)
(4, 973404)
(8, 962104)
(16, 960464)
